S NO,"APPLN
NO","AGGR
MARK",RANK,"COMMU
NITY","COLLEGE
CODE","BRANCH
CODE","ALLOTTED
CATEGORY",CLG NM,BRNCH
193,322085,199.5,261,MBC,1,BY,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Bio­ Medical Engg (SS)
194,327163,199.5,262,SC,1,CS,SC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
195,207001,199.5,263,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
196,277678,199.5,266,BC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
197,230557,199.5,267,BC,4,CM,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg (SS)
198,277851,199.5,268,MBC,1,CS,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
199,331984,199.5,269,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
200,380227,199.5,271,OC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
201,238928,199.5,272,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
202,226328,199.5,273,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
203,308500,199.5,274,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
204,302829,199.5,275,MBC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
205,259408,199.5,276,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
206,213710,199.5,277,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
207,313016,199.5,278,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
208,221256,199.5,279,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
209,227624,199.5,280,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
210,406845,199.5,282,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
211,318666,199.5,284,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
212,242335,199.5,285,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
213,233359,199.5,286,MBC,2006,CM,MBC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
214,353749,199.5,287,MBC,4974,EC,OC,"Government Clg of Engg, Tirunelveli DT 627007",Electronics and Communication Engg
215,321549,199.5,288,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
216,214169,199.333,289,OC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
217,307978,199.333,291,MBC,1,CS,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
218,314394,199,292,BC,5008,CS,OC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Computer Science and Engg
219,260688,199,293,OC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
220,230496,199,294,OC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
221,213938,199,295,BC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
222,202120,199,296,OC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
223,263333,199,297,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
224,342119,199,299,MBC,1,EC,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
225,229486,199,300,BC,2005,CS,OC,"Government Clge of Tech (Aut), Thadagam Road, Coimbatore DT 641013",Computer Science and Engg
226,326785,199,301,BCM,1,CS,BCM,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
227,332163,199,302,BC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
228,260889,199,305,OC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
229,226933,199,306,BC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
230,325011,199,307,BC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
231,253803,199,308,BC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
232,242456,199,309,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
233,275848,199,311,BC,1,BY,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Bio­ Medical Engg (SS)
234,339833,199,312,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
235,347649,199,313,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
236,271221,199,314,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
237,258596,199,316,OC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
238,243382,199,318,BCM,1,CS,BCM,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
239,294702,199,319,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
240,225467,199,321,MBC,1,EC,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
241,213792,199,323,BC,4960,CS,OC,"Mepco Schlenk Engg Clge (Aut), Sivakasi, Virudhunagar DT 626005",Computer Science and Engg
242,234153,199,324,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
243,233002,199,325,BC,2006,IM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Information Tech. (SS)
244,232597,199,326,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
245,209283,199,327,BC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
246,291235,199,329,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
247,266008,199,330,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
248,351952,199,331,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
249,321727,199,332,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
250,272612,199,334,SC,1,EE,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electrical and Electronics Engg
251,330139,199,335,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
252,232877,199,336,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
253,244370,199,338,BC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
254,270360,199,340,OC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
255,352740,199,341,OC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
256,348959,199,342,MBC,2006,CG,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",COMPUTER SCIENCE AND Engg (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) (SS)
257,257975,199,344,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
258,239178,199,345,MBC,5008,EC,OC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Electronics and Communication Engg
259,297875,199,347,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
260,283946,199,348,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
261,294208,199,350,BC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
262,210167,199,352,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
263,251451,199,353,MBC,1,EC,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
264,261130,199,355,BC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
265,277459,199,356,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
266,268543,199,358,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
267,281265,199,358A,MBC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
268,352487,199,359,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
269,262924,199,360,OC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
270,363637,199,361,BC,2006,ME,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Mechanical Engg
271,230180,199,363,BC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
272,223641,199,364,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
273,313120,199,366,BC,4,CS,BC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
274,337620,199,368,OC,4,CM,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg (SS)
275,397496,199,369,OC,1,ME,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Mechanical Engg
276,275766,199,370,BCM,1,CM,BCM,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
277,269269,199,371,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
278,334581,199,372,MBC,5008,CS,OC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Computer Science and Engg
279,287278,199,373,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
280,332341,199,374,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
281,261287,199,375,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
282,345292,199,376,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
283,251967,199,379,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
284,223194,199,380,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
285,212943,199,381,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
286,332931,199,382,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
287,392572,199,382A,OC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
288,301340,199,383,BC,4,CS,BC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
289,307886,199,384,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
290,379577,199,386,OC,4,CM,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg (SS)
291,280046,199,387,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
292,303647,199,388,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
293,279082,199,393,OC,2006,IM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Information Tech. (SS)
294,215092,199,394,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
295,374467,199,395,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
296,262161,199,396,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
297,282301,199,397,BC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
298,318053,199,399,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
299,262166,199,400,OC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
300,215325,199,402,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
301,250658,199,403,BC,4,CS,BC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
302,243643,199,405,MBC,1,IM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
303,324717,199,406,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
304,251336,199,407,BC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
305,302212,199,408,OC,2006,IM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Information Tech. (SS)
306,278896,199,409,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
307,330950,199,410,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
308,273856,199,411,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
309,293665,199,412,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
310,362377,199,413,SCA,1,CS,SCA,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
311,267716,199,414,OC,2764,BM,OC,"K P R Institute of Engg and Tech, Kollupalayam Village, Arasur Panchayat, Coimbatore DT 641407",Bio­ Medical Engg
312,283605,199,415,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
313,218227,199,416,BC,2,CH,OC,"Anna Univ - ACT Campus, Sardar Patel Road, Guindy, CHN 600 025",Chemical Engg
314,291753,199,417,BC,5008,CS,OC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Computer Science and Engg
315,225586,199,418,BCM,1,EC,BCM,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
316,239237,199,420,BC,5008,CS,OC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Computer Science and Engg
317,344256,199,421,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
318,221925,199,424,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
319,282254,199,425,OC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
320,292465,199,426,BC,4,CS,BC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
321,250500,199,427,MBC,4,CS,MBC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
322,260498,199,428,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
323,311493,199,429,MBC,1,ME,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Mechanical Engg
324,257060,199,430,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
325,289919,199,431,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
326,226662,199,432,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
327,239104,199,434,OC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
328,247076,199,437,MBC,2006,CM,MBC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
329,216495,199,438,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
330,358386,199,439,BC,4,EC,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Electronics and Communication Engg
331,205980,199,440,BC,5008,CS,OC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Computer Science and Engg
332,370573,199,441,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
333,310449,199,442,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
334,250701,199,443,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
335,273486,199,445,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
336,315175,199,446,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
337,265398,199,447,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
338,221390,199,448,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
339,318509,199,451,OC,4,CM,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg (SS)
340,270732,199,454,BC,4,CS,BC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
341,262534,199,455,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
342,339200,199,456,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
343,270647,199,457,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
344,301560,199,458,BC,1,ME,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Mechanical Engg
345,321908,199,459,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
346,405049,199,463,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
347,264235,199,464,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
348,296296,199,465,BC,1,EM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg. (SS)
349,282914,198.67,467,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
350,384548,198.667,468,MBC,1,CM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
351,377104,198.667,469,BC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
352,304578,198.667,471,BC,1,IM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
353,292579,198.54,472,BC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
354,325215,198.5,473,BC,2006,CG,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",COMPUTER SCIENCE AND Engg (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) (SS)
355,234156,198.5,474,BC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
